ID	Name	Useage	KindType	FunctionType	RepresentPos	RepresentID	AppendType	DetachType	BuffType	Level	Intensity	IsStackable	MaxStackNum	Count	Interval	Hide	Exclude	Save	OnStand	OnWalk	OnRun	OnJump	OnSwim	OnFloat	OnSit	OnKnockedDown	OnKnockedBack	OnKnockedOff	OnHalt	OnAutoFly	OnDeath	OnDash	OnPull	OnManaShield	OnFight	OnHorse	OnTerrain	FormationLeader	ScriptFile	GlobalExclude	UniqueTarget	CanCancel	BeginAttrib1	BeginValue1A	BeginValue1B	BeginAttrib2	BeginValue2A	BeginValue2B	BeginAttrib3	BeginValue3A	BeginValue3B	BeginAttrib4	BeginValue4A	BeginValue4B	BeginAttrib5	BeginValue5A	BeginValue5B	BeginAttrib6	BeginValue6A	BeginValue6B	BeginAttrib7	BeginValue7A	BeginValue7B	BeginAttrib8	BeginValue8A	BeginValue8B	BeginAttrib9	BeginValue9A	BeginValue9B	BeginAttrib10	BeginValue10A	BeginValue10B	BeginAttrib11	BeginValue11A	BeginValue11B	BeginAttrib12	BeginValue12A	BeginValue12B	BeginAttrib13	BeginValue13A	BeginValue13B	BeginAttrib14	BeginValue14A	BeginValue14B	BeginAttrib15	BeginValue15A	BeginValue15B	ActiveAttrib1	ActiveValue1A	ActiveValue1B	ActiveAttrib2	ActiveValue2A	ActiveValue2B	EndTimeAttrib1	EndTimeValue1A	EndTimeValue1B	EndTimeAttrib2	EndTimeValue2A	EndTimeValue2B	IsCountable	DecayType	MoveStateMask	MapBanMask	IsOffLineClock	CanAccumulate	SrcDistance	InSprint	InFollow	CancelByUseItem	MapInvalidMask	IsCombatBuff	MinInterval	ClearUnderWater	MoveStateMask2	ShapeShiftInvalid	MaxInterval	ActiveCoefficient	CanBeSteal	NeedSync
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	3	75	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	77	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	4	80	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	82	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	5	85	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	87	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	6	90	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	93	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	7	95	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	98	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
112	清心静气	2	None	Normal	Body	0	112	5	Invalid	8	100	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		1	0	1	atMaxLifePercentAdd	103	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
113	碧水滔天	2	None	Normal	Body	0	113	5	Invalid	1	1	0	1	1	160	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atManaReplenishPercent	61	0																																																								-1	4294901758		0			Any	Any				1	0	7	1	160	1	1	1
115	等待时间	17	None	Normal	Body	0	115	0	Invalid	1	1	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1																																																											-1	4294967294		0			Any	Any				1	0	7	1	41472000	1	0	1
121	升天	16	None	Normal	Trample	1	121	0	Invalid	1	1	0	1	1	960	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	160	0																																																					-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
121	升天	16	None	Normal	Trample	1	121	0	Invalid	2	2	0	1	1	960	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	70	0																																																					-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
121	升天	16	None	Normal	Trample	1	121	0	Invalid	3	3	0	1	1	960	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atGravityPercent	-500	0	atJumpSpeedBase	50	0																																																					-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
121	升天	16	None	Normal	Trample	1	121	0	Invalid	4	4	0	1	1	960	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atGravityPercent	-1000	0	atJumpSpeedBase	35	0																																																					-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	1	28	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atSkillEventHandler	174		atGlobalResistPercent	287	0	atBeatBackRate	-1024																																																		1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	2	30	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	307	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	3	32	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	328	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	4	34	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	348	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	5	36	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	369	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	6	38	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	389	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
122	春泥护花	2	None	Normal	TopHead	50	122	5	Invalid	7	40	1	6	1	320	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		1	0	1	atBeatBackRate	-1024		atGlobalResistPercent	410	0	atSkillEventHandler	174	0																																																	1	-1	4294868990		0			Any	Any				320	0	7	1	320	1	1	1
124	花语酥心	2	None	Normal	Body	0	124	5	Invalid	1	1	0	1	1	128	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		0	0	1	atLifeReplenishPercent	41	0																																																								-1	4294868990		0			Any	Any				1	0	7	1	128	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	1	1	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	21		atPhysicsShieldBase	54																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	2	2	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	108		atPhysicsShieldBase	70																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	3	3	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	109		atPhysicsShieldBase	86																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	4	4	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	110		atPhysicsShieldBase	102																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	5	5	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	111		atPhysicsShieldBase	118																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
126	毫针	2	None	Normal	Body	0	126	5	Invalid	6	6	1	7	1	192	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	112		atPhysicsShieldBase	150																																																					1	-1	4294868990		0			Any	Any				192	0	7	1	192	1	1	1
127	生活技能_Doodad需求	13	None	Normal	Body	0	127	0	Invalid	1	1	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	None	Any	Any	Any	0		0	0	1																																																											-1	4294934526		0			Any	Any				1	0	7	1	41472000	1	0	1
130	缓落	13	None	Normal	Trample	1	130	0	Invalid	1	1	0	1	1	960	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atGravityPercent	-768	0																																																								-1	4294967294		0			Any	Any				1	0	7	1	41472000	1	0	1
131	剑冲阴阳	3	None	Normal	Body	0	131	0	Invalid	1	1	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	42	0																																																								-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	0	1
132	玄一无相	3	None	Normal	Body	0	132	0	Invalid	1	1	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	49																																																									-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	0	1
134	坐忘无我	3	None	Normal	Body	10	134	5	Invalid	1	262	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	262		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐忘无我	3	None	Normal	Body	10	134	5	Invalid	2	353	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	353		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐望无我	3	None	Normal	Body	10	134	5	Invalid	3	444	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	444		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐望无我	3	None	Normal	Body	10	134	5	Invalid	4	535	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	535		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐望无我	3	None	Normal	Body	10	134	5	Invalid	5	626	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	626	512	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐望无我	3	None	Normal	Body	10	134	5	Invalid	6	718	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	718		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐望无我	3	None	Normal	Body	10	134	5	Invalid	7	809	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0	纯阳\坐望无我自我修复.lua	1	0	1	atGlobalDamageAbsorb	809	512	atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
134	坐忘无我	3	None	Normal	Body	10	134	5	Invalid	8	975	0	1	1	9600	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	GlobalAbsorb	Any	Any	Any	0		1	0	1	atGlobalDamageAbsorb	975		atExecuteScript	skill\纯阳\坐忘经_坐望无我.lua		atGlobalDamageAbsorbBySelfSpirit	0	512																																																		-1	4294901758		0			Any	Any				9600	0	7	1	9600	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	1	1	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	59		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	2	2	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	60		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	3	3	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	61		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	4	4	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	62		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	5	5	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	63		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
136	吐故纳新	3	None	Normal	Body	0	136	5	Invalid	6	6	0	1	1	28800	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	None	Any	Any	Any	0		0	0	1	atSkillEventHandler	64		atSkillEventHandler	355																																																						-1	4294901758		0			Any	Any				28800	0	7	1	28800	1	1	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	1	6	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	250		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	2	7	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	270		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	3	8	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	290		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	4	9	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	310		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	5	10	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	330		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
139	扶摇直上	3	None	Normal	TopHead	52	208	5	Invalid	6	11	0	1	1	480	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	NotHorse	Any	0		1	0	1	atJumpSpeedBase	350		atExecuteScript	skill\纯阳\坐忘经_梯云纵_抗摔BUFF.lua		atMaxJumpCount	-1																																																			-1	4294901710		0			Any	Any				480	0	4	1	480	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	1	1	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	1																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	2	2	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	2																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	3	3	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	3																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	4	4	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	7																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	5	5	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	11																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	6	6	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	16																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	7	7	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	20																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	8	8	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	28																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	9	9	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	36																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	10	10	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	42																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
142	嗜血	12	None	Normal	Body	0	142	0	Invalid	11	11	0	1	1	800	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	None	Any	Any	Any	0		0	0	1	atPhysicsAttackPowerBase	47																																																									-1	4294901758		0			Any	Any				1	0	7	1	41472000	1	0	1
